Ammonia (ppm),CO2 (ppm),Temperature (°C),Humidity (%),Egg Production (eggs/hen/day),Egg Production Category
25.7161222,522.8357649,32.08527183,45.1599906,0.347800532,Low
43.90536243,1602.467073,22.42424091,66.65216439,1.162075469,Low
29.59916991,1885.154763,24.39253434,44.89691827,1.875160719,Low
22.1180247,1910.421729,30.19262034,79.52541906,0.872579922,Low
48.95601478,927.3301451,24.7323381,68.33008588,0.195823154,Low
9.9824267,530.3786851,31.88752523,76.19839369,3.245471769,Low
24.01467927,1181.279365,21.95680231,60.92581933,3.377900329,Low
6.891110383,491.4356899,31.44029256,59.07456466,5.507529075,High
38.29568543,1887.778611,21.02527572,44.91044445,1.973590517,Low
46.31344485,612.0853665,20.18888919,66.19278035,0.193567233,Low
17.60167983,729.7019619,33.47335278,65.72510824,1.173206637,Low
43.62537546,991.2820957,28.72008825,63.40510222,0.835755519,Low
18.14982037,951.3795966,25.27740346,77.02591823,8.312160447,High
45.98465727,1650.926917,23.48891955,81.62522,1.568417849,Low
38.92828566,1075.738595,29.25328675,77.53948375,1.44337207,Low
41.22080496,590.306042,27.63503275,47.19328714,0.943537111,Low
5.810295002,754.2568223,34.87396663,71.10297546,0.413399316,Low
48.32646607,1165.492755,34.7482398,44.01615528,2.227129149,Low
37.70019464,550.6716596,29.52536849,74.73111437,2.639570307,Low
18.71379929,1339.814649,26.64305759,59.09195483,5.832452728,High
42.32275992,1261.770421,27.36711454,46.62494781,0.175856912,Low
17.66845393,1514.993938,30.23718599,83.10254285,5.219726135,High
44.27392278,1894.097846,21.52361816,70.70041695,2.179510378,Low
10.06611757,1850.832754,24.92528111,57.7362484,2.841328842,Low
36.66586899,1908.328551,21.12908362,41.53635898,0.758743783,Low
29.33143145,716.0165149,21.10041139,66.86551295,5.226537115,High
9.344051159,523.6610213,22.93758863,86.16129392,6.218505155,High
15.88522227,813.8703908,27.27879882,69.81899164,4.893737162,High
5.558181632,1821.644794,31.77161482,88.58253023,1.052543472,Low
26.09455845,1952.490907,27.28243837,46.82255591,2.306728319,Low
18.55693673,1760.852417,25.03214916,68.41525523,2.589912859,Low
31.92608679,487.0301259,21.23529486,79.9062524,4.094463127,High
18.37570135,1910.627597,28.25443285,66.27703656,1.576758278,Low
18.49636002,1019.708646,24.0690288,44.5533178,0.352212187,Low
38.44369394,315.8274943,29.22401267,69.14430008,1.250720896,Low
7.166427619,1052.069359,34.65781609,70.58689529,1.08240118,Low
45.63027478,378.3175884,21.66971482,76.43546242,0.549370379,Low
43.35187435,1224.592466,23.18188098,78.06057576,2.683435874,Low
35.05121075,875.5418466,27.09641807,78.53863441,0.444263514,Low
31.69497065,1104.839387,34.52920723,73.17221968,1.907218073,Low
45.15361242,1342.389613,31.57714664,50.79055932,2.67042793,Low
13.33985808,1776.961863,33.4734379,60.21178779,2.73590574,Low
8.553612299,1425.23268,25.00572273,78.80649863,5.3797191,High
15.77795765,1037.883076,34.88057711,87.67134917,0.528423402,Low
40.75602254,1693.027351,21.54249224,43.94734824,2.452294228,Low
6.560162003,1839.489634,20.79459359,66.77683389,0.829694437,Low
31.22630758,503.5919429,32.83403941,55.62611357,2.767194082,Low
49.79468823,1204.286062,33.90897305,51.26969472,2.127260044,Low
43.50632422,783.6703316,21.35878036,65.29053418,2.355802683,Low
28.46505601,380.0040364,21.7014114,70.30446703,3.255097361,Low
7.863840918,1436.529382,20.49761237,40.48861157,1.74829534,Low
42.41180815,1766.710322,21.56761344,79.01032861,2.463426381,Low
31.95403287,576.9345126,23.14129725,80.99410656,5.584771058,High
10.17198487,1681.103218,34.55114928,88.27554123,0.085895114,Low
9.223577817,1750.772747,30.01790333,49.03218666,2.817477698,Low
45.93320687,1854.378753,31.67829538,69.72762812,0.1300162,Low
35.11401183,750.9846514,31.64209106,61.33126867,1.843556039,Low
42.31790597,1836.720211,28.02610625,56.74139258,2.080162583,Low
44.55405051,845.1266831,31.96233467,68.28167257,0.322035874,Low
30.72975584,1238.974623,28.93711299,79.11915466,3.144035597,Low
28.28508583,385.8627004,24.71819146,41.15263917,2.354736463,Low
24.36923346,374.5978502,28.41665163,88.47000563,4.154011874,High
19.26259645,1524.634462,28.00262879,80.49407929,3.321337546,Low
24.55681824,1055.615963,32.35179581,77.55768518,2.288003449,Low
39.82458451,735.6970381,34.72590826,78.01936911,2.54748921,Low
32.0865544,623.7029432,26.16563848,59.45303548,4.762158572,High
45.16354805,1438.920934,31.45086018,77.58102754,0.483710425,Low
24.95210065,300.6826248,21.49644506,59.33851043,3.045667414,Low
32.31903104,1670.014988,31.65247054,84.93534148,5.102407444,High
33.40883989,434.7243304,25.57125368,48.86111917,1.650419024,Low
31.6263723,625.5323453,20.59085244,54.61737121,4.952391425,High
36.61851979,956.601872,25.44869268,67.56687713,2.439554011,Low
15.68450608,1124.259858,29.15964126,55.96055179,4.302683331,High
28.05636999,903.4916969,21.78875252,61.21186226,3.373546407,Low
9.690116126,845.2106805,33.86051739,64.62113447,2.819949856,Low
22.30300974,1938.657221,21.1650862,82.81766744,1.635786382,Low
26.94501809,1390.685458,33.9501008,66.15961268,1.845882357,Low
34.35009168,339.8360241,30.60706277,58.12299243,5.800234289,High
47.77389737,1031.299044,24.94568263,52.3868082,2.794750969,Low
32.02929799,1787.51479,25.86125522,60.43379894,1.71628382,Low
38.46172623,812.4755169,31.11214047,65.78680522,0.892834274,Low
27.78197268,460.7457861,29.02206651,77.30574286,5.991340902,High
33.53468141,1589.254112,30.07464382,46.05243881,2.04245127,Low
8.191949726,1330.223514,25.83746925,51.08045941,4.225310031,High
16.44762114,1269.531263,27.31720223,58.98270079,4.679510409,High
21.28338919,391.0801513,34.84801226,58.01992026,1.247502151,Low
26.26220098,538.8483167,23.20884306,59.58740438,5.664915457,High
7.054193548,1358.333974,26.2678428,79.67606323,4.447498125,High
11.30108439,653.3005305,24.37734781,56.20772015,5.470585128,High
17.45664385,1156.919136,31.47667266,65.09490902,5.520528893,High
48.71897109,1226.298866,31.46018938,71.19535164,2.472997013,Low
19.91061532,781.9622235,24.38668191,51.60892751,5.166565837,High
26.69184762,1912.322764,21.22085475,75.93476936,2.56463315,Low
13.82439707,1732.188982,20.17149015,67.35556599,1.161688739,Low
32.4851032,1528.034963,26.411758,62.33905815,3.343989618,Low
17.6307447,432.5895729,26.15506392,80.48920134,5.527362613,High
14.31466603,480.4210328,34.82584818,52.17476296,1.494505247,Low
28.24576828,1137.728288,27.04703114,84.15879853,3.382128098,Low
5.247760962,573.2126936,23.84627554,68.05243677,3.345937567,Low
5.344881469,1963.051288,33.36844162,70.45874397,0.477727182,Low
14.85809641,569.4843978,27.36601924,83.75294821,5.252919779,High
6.652461313,1128.69532,28.98763453,80.87913439,5.13257002,High
9.861158936,919.0057966,21.43503066,70.07810344,6.815274721,High
20.24872922,1386.956916,25.74374611,77.65938519,5.540770254,High
41.11635558,519.3618951,34.16335512,61.66597451,0.843884387,Low
30.74218895,1031.537928,28.84258076,67.36888767,5.37895675,High
28.07004767,766.9985558,25.16752783,43.10350684,1.466417723,Low
18.20699704,1809.177592,29.38500771,44.4928959,2.194646048,Low
46.92891737,368.9957106,33.65616634,81.47127021,1.144162989,Low
22.86567686,1853.33674,24.10985901,42.98358278,1.041421791,Low
8.919174506,1716.090036,27.57675078,48.46995628,2.524078797,Low
32.76799323,805.8702179,34.38035981,79.79163295,0.105906764,Low
10.12272771,1641.794113,22.58594215,40.05729753,2.924210842,Low
20.53504143,353.0630526,30.79495888,54.12021644,4.944538675,High
27.83353724,1943.671435,29.21721512,69.20193289,1.297450165,Low
44.34001361,1195.211402,30.19512697,69.77249657,1.884163593,Low
27.20959612,815.5777443,25.26829446,78.85764541,3.368222839,Low
36.60164447,916.3914614,24.7081906,65.29631272,1.542157366,Low
49.67675775,412.8891009,30.26314506,65.47009348,2.95528657,Low
10.9170104,1981.894174,23.23314928,76.26552878,0.705808314,Low
17.36291865,366.7963068,26.29482117,64.93122316,5.166834297,High
22.7559234,1413.342109,22.82261969,70.42455433,4.304914127,High
23.98226803,1052.651077,20.12457262,84.88870341,4.957374445,High
23.49594839,1913.157571,34.5508604,60.07255038,0.614661686,Low
45.84249512,718.1995585,26.47554468,59.25625355,1.411394948,Low
37.131469,1204.547601,34.54024422,40.17744959,2.940278142,Low
32.35573463,1120.005555,22.1048528,70.67131308,3.585861453,Low
18.9217723,1494.872955,28.81050169,41.48859537,1.909335084,Low
42.07056729,415.6173943,23.01461049,65.20742449,1.726793246,Low
47.97772302,629.441521,31.8511119,80.21168945,1.695154759,Low
41.95392271,664.7601942,31.75554483,67.49605353,1.845369869,Low
5.070429734,1554.856283,21.68910724,53.48180826,4.506713921,High
33.63806166,621.5357838,33.68096679,79.30842107,0.050792251,Low
7.301092165,1274.935999,22.91944471,53.4858502,5.700290434,High
16.59232492,665.9144949,29.19466012,76.65158905,5.480936482,High
7.678611516,1764.762415,34.7845043,70.51292276,0.522503043,Low
32.17079538,1901.715273,33.23594802,48.49981484,1.239819532,Low
35.89654611,1181.438057,34.34845893,85.25669374,2.311646942,Low
10.15194371,898.9251032,25.13898157,50.03218415,5.940186946,High
22.27274974,697.8982175,21.58363463,89.47935371,5.853411139,High
25.5306429,384.6277026,22.8252031,40.36552443,2.698077599,Low
21.60738598,756.4501295,27.50742343,53.17416886,3.475121692,Low
10.44612502,1412.200826,31.89844517,49.99301486,2.743425318,Low
23.85265056,1207.148783,22.25230466,40.69967051,2.635334739,Low
38.80301215,1904.870173,29.89597298,76.61839501,1.130849733,Low
8.195344904,973.6713462,24.85366406,74.6712901,7.578090378,High
8.608100634,1479.567682,25.11803109,79.61754822,4.379726766,High
20.96470813,1131.848671,29.92876595,52.83492732,4.968526893,High
47.37765702,1171.379567,27.00499129,62.21675835,0.782506848,Low
35.0857691,755.2163348,32.1804994,72.95567608,0.068845288,Low
35.54014805,1073.416321,22.33877764,61.98842519,0.423688574,Low
21.28639959,1100.334495,31.84922405,74.86628852,4.320347723,High
31.7147356,1501.292287,20.96352872,71.69867042,3.846007708,Low
5.455903281,1899.087999,22.9108082,45.73239015,2.293549683,Low
33.62432209,859.8461717,29.84224572,79.05215605,3.320070212,Low
46.09791264,371.7407966,32.82388485,76.03381795,2.752395677,Low
32.56580608,1143.701713,23.79019442,72.79171938,5.68598154,High
44.31643671,1225.584265,24.90787409,47.75468031,2.726270451,Low
37.5787875,586.3489369,28.05681122,53.39982244,2.218829996,Low
10.42512874,1592.789831,23.1735921,59.65885158,3.320999914,Low
45.61039883,1974.379484,32.16734392,53.99648108,1.314412714,Low
7.989972996,1907.817019,31.60454968,51.39051453,0.394216115,Low
29.02853626,635.080266,22.17937568,80.26788351,5.963097578,High
11.39617057,1788.117508,26.95744598,71.91161232,0.99911527,Low
5.526797483,1497.639182,31.6224165,68.27360658,4.755991626,High
23.99154171,1071.539158,25.05994297,51.29763554,5.338179163,High
18.27683184,1219.03869,29.49660234,85.90382811,5.761848253,High
26.87002222,1744.320297,20.75319682,49.55915195,2.266643178,Low
30.9739949,1116.229397,29.13033141,79.74754664,5.023511336,High
6.968258254,934.4525275,22.2897947,88.33363334,7.863927128,High
10.53514828,1138.520738,32.45874988,76.35463646,1.816200401,Low
30.13890784,1284.520667,25.33174195,89.64293876,3.282491427,Low
20.44253089,621.4320114,24.22330794,72.55255585,5.651767626,High
37.81280694,1831.543141,32.61333465,50.87301718,1.631331927,Low
34.35312419,1446.117813,20.75216035,50.19097469,3.120405151,Low
43.05219633,1376.557159,25.94913199,56.22821421,2.759706377,Low
36.1621772,469.1435845,25.55005311,40.35650101,1.467905922,Low
24.34689848,1327.095695,24.27200561,74.0849235,5.605767425,High
35.28349801,505.6331258,33.67631498,53.43338923,2.570663863,Low
17.39215284,433.7860478,31.2639259,80.75916161,5.447254762,High
18.78410745,1196.428523,20.95884746,57.95863253,3.184209058,Low
40.5043322,984.7354079,30.72031174,63.99782467,0.741199936,Low
25.08887824,1300.977459,27.909487,88.28444583,5.626643617,High
40.92711532,451.6776857,33.51301842,52.10860615,2.696973168,Low
42.00900682,1032.671207,24.69418426,76.06270487,1.374206587,Low
43.59030519,597.1374156,28.61242999,77.75588947,1.320124403,Low
46.24858561,1978.070146,27.51132912,51.04990788,0.525421902,Low
24.39433492,1253.955361,27.34341359,65.04984183,5.905232366,High
19.34900682,1468.642664,26.84158099,57.51009627,3.639415426,Low
31.1989436,853.2110772,23.08444213,78.59531217,3.572810353,Low
21.70275905,461.0561551,31.33564884,71.12416595,4.98218691,High
32.04833751,1958.980467,26.77004049,63.79915274,0.728532909,Low
36.75136382,786.6403602,34.37774413,78.96816325,2.816314833,Low
35.97822583,1020.473915,23.91212641,51.7577785,0.032720986,Low
21.85487992,1404.768667,30.24115759,77.68109403,3.017259787,Low
12.50870908,341.9854061,34.11075619,83.2687156,1.514630404,Low
24.37382023,1677.440522,29.95187485,83.93107984,4.46418738,High
11.41673648,1212.182923,33.06909361,79.18367965,0.490092066,Low
45.05436658,772.969218,32.4122144,60.40070835,1.483558689,Low
20.56448573,404.733575,25.40176573,89.09040114,4.234983316,High
11.95068863,576.2473063,29.0018591,58.97968219,5.670988576,High
6.145149196,1821.55756,22.3439201,71.93126996,0.027761761,Low
34.06200738,1466.241181,28.03288824,48.0537089,2.928809415,Low
33.66060429,724.8329268,23.45632958,89.02244493,4.873178293,High
20.3271875,411.5213004,31.15605222,75.19929609,3.455530337,Low
8.227034998,1474.046031,27.92087633,77.66887726,3.140280041,Low
23.43330027,1273.093134,26.16841044,43.28883517,1.614316976,Low
19.00478728,987.6831916,24.03195644,78.17089071,6.939560664,High
35.47042879,918.1394636,34.98047723,78.73617146,0.903496611,Low
32.26006623,668.5842691,21.07565781,73.58863632,3.735396495,Low
21.40671777,1438.339136,20.65341021,54.59548069,4.950516941,High
14.80516494,1950.135647,23.25886101,64.48450211,1.660586886,Low
49.46161848,598.7159179,34.56608688,45.52171857,0.233923271,Low
25.43007295,1315.098254,34.68857252,63.57935332,1.5795796,Low
35.97234061,1021.114595,29.82391602,52.19119263,2.373569297,Low
11.32488354,1059.370827,33.20160001,57.45484932,0.243583772,Low
26.85153648,732.0503762,23.20942596,48.13002042,2.669216929,Low
6.239152394,1702.729289,34.58063141,51.50271839,1.734919948,Low
27.74548031,1124.934527,22.14177275,43.82843209,2.851873408,Low
48.38078332,1223.789949,21.51687782,85.99506832,0.444423653,Low
22.28930208,818.0935518,21.68317309,66.5205344,5.980694998,High
6.754820566,609.0743916,28.59691885,59.83709856,4.932818598,High
6.393010591,446.0476599,31.71461601,66.75146064,4.702482598,High
22.4594042,1514.00254,25.50000767,71.41466142,4.545838872,High
12.20112214,633.5982789,34.66843982,86.09393967,0.070963119,Low
6.050844335,1473.128102,26.51630207,48.93464761,2.818917575,Low
39.02961263,963.6399583,22.25672826,54.77762493,1.931983419,Low
25.6335354,1006.817162,26.98950122,88.78946682,3.274879453,Low
18.01601474,1097.601743,30.18555748,58.55964933,3.062856511,Low
45.50374324,925.1044638,32.48338671,41.12808254,0.152350918,Low
10.22625321,471.0539613,26.88152435,47.38217463,1.82818729,Low
48.0163473,826.374077,28.90410239,41.31693509,1.842046245,Low
19.12850228,1428.348413,24.01017068,89.49615712,4.499001875,High
44.97816525,1431.833482,29.6887479,53.94354245,0.920297462,Low
32.13242944,786.5813223,34.78957916,86.17713785,1.595228195,Low
42.20183119,1082.174465,20.73580359,89.79431379,1.548905463,Low
49.28059234,628.8602876,33.29796006,69.99206106,0.05824668,Low
17.9782447,657.6325386,28.43423754,41.65981575,0.847407691,Low
48.25109684,339.1800503,23.78147989,44.07958152,0.159556024,Low
22.52668527,1824.469135,34.32334565,64.07945276,2.700464254,Low
22.34803571,658.2013306,27.25031455,60.30860065,5.175669488,High
20.31741969,686.8075908,24.97535378,70.30886529,5.988345511,High
29.36334233,775.3224355,22.72246442,61.94239049,3.90651379,Low
11.93652694,516.5937219,23.66678315,86.70384246,9.513943391,High
29.91701684,1386.746901,32.49273562,66.73698577,1.809162804,Low
29.37671656,427.7430204,29.21615014,74.68630307,4.359376221,High
39.28558157,528.1441248,33.69868429,84.82426363,0.667719334,Low
42.51424829,1396.086435,23.47952678,47.34359379,2.215176496,Low
24.81986076,877.4230548,21.81707861,51.48673271,5.712422247,High
18.60499622,1503.511305,20.09131296,45.36593302,0.705925194,Low
16.67007038,1247.622066,27.61793056,46.98191996,0.526171005,Low
13.75807265,735.2359942,34.97460396,65.62919835,2.088665745,Low
7.594141199,1406.407516,30.42447903,56.05896295,5.930919488,High
20.41015905,497.6652565,24.62591888,61.15864198,5.249865303,High
17.16114615,1211.897651,33.15287875,89.12449159,0.853742217,Low
48.48878236,1043.151779,31.72583399,47.83521739,1.259866272,Low
30.09689718,755.3850908,20.23122749,67.04060354,4.152952906,High
20.62746676,1326.808496,32.25290721,44.94355775,2.556285054,Low
31.12104204,1781.267107,24.50790136,55.92481566,2.314112337,Low
11.26385156,1998.13799,22.24510197,66.37629618,1.766926304,Low
24.98196871,1333.196707,23.3949626,87.3315873,3.824877331,Low
33.18054446,987.9999864,27.02869707,59.56141106,5.813965583,High
27.00040243,682.8520704,26.37301891,43.24533481,1.959945674,Low
23.08004603,737.063352,24.33330949,59.4080724,5.911429939,High
49.7231775,1115.073463,22.58327483,47.28705879,1.740351099,Low
44.6141643,924.3720922,31.43346184,51.49948066,2.463578275,Low
33.05326812,1853.484688,34.85164676,70.90453116,2.439316138,Low
30.62198125,926.102295,31.66687371,43.37119331,1.011986331,Low
32.92972159,934.8558049,24.43905452,63.23618781,5.892062169,High
14.05904485,952.0086711,23.67213442,70.4730793,6.08776587,High
22.78119845,1722.254358,23.26498814,61.09291962,2.306132726,Low
6.77567898,1406.340145,22.05042612,40.95631753,2.896671257,Low
26.39957169,1344.087046,28.26995825,89.27596785,4.01672461,High
29.43610628,868.0431381,29.08100558,58.35578837,4.944331763,High
15.24873812,1690.437101,30.58253991,78.92885935,4.68666975,High
48.38129812,365.2185643,30.20320056,56.28232461,2.284521929,Low
45.92545749,1780.355193,24.38499967,63.75083785,2.598533765,Low
37.4964456,1171.67483,24.95466508,59.42318213,1.809133708,Low
29.00239829,977.0253993,30.22271803,57.12696148,5.447713759,High
44.14861218,1145.184377,25.24171461,41.09256886,0.936856728,Low
10.87935547,1434.606402,23.18934784,58.00104689,3.685761176,Low
40.57294074,321.7012251,25.61504231,84.47449952,1.292003069,Low
10.61693663,1781.638156,24.08126236,74.51966693,2.033209799,Low
40.73947981,1059.457193,21.32469082,47.27114295,0.561740847,Low
17.40954057,883.0430835,32.45208353,69.55775023,2.041056576,Low
44.46907615,535.0174616,32.79667084,84.611543,1.182280946,Low
47.48189422,1047.091136,23.2962545,75.00170205,2.386725822,Low
11.69581862,1143.748711,20.97158299,47.43421962,0.110507451,Low
25.82040223,986.1993806,31.08241156,83.39162484,5.003947913,High
49.14443202,1453.72216,23.17292939,55.07720066,1.94946701,Low
26.75333462,1015.524099,25.90153234,62.70380722,5.822806428,High
43.85963851,1934.409882,20.96202878,66.30713798,2.140102661,Low
31.4929185,1318.77178,23.39404377,82.52533022,5.388905689,High
21.88984586,1672.712491,31.89353417,86.58037476,5.713773048,High
17.86026,485.9050353,32.0659467,86.48264389,2.025155755,Low
14.1450391,975.395198,23.10627237,40.39770906,0.870460905,Low
39.28091861,872.6410925,25.03870768,86.09442428,2.609321399,Low
22.39432281,1268.12006,22.01357629,42.7193483,2.242734358,Low
28.0073958,1763.892984,21.11258945,53.28868284,1.273312812,Low
27.1546466,433.1749702,34.88257572,65.74939274,2.131587518,Low
30.97755632,423.3771567,29.83390927,63.99628445,5.603066632,High
43.95097155,1745.540104,28.13144764,70.23548969,2.926956394,Low
49.13327046,661.8451463,31.48247751,63.97231144,2.857054512,Low
23.34128939,1436.880533,32.6011574,86.71878398,0.97598348,Low
42.23835149,1222.892825,32.10072152,52.02744241,1.265081141,Low
39.40375076,1715.919111,20.24809174,53.7012347,0.328609815,Low
30.80880282,512.6511467,22.80211847,86.03689678,3.742632861,Low
48.02212146,520.6310417,29.82357953,43.83697569,2.647263625,Low
14.0213532,1246.591212,25.63639022,70.4780411,4.082549779,High
9.916889464,1908.843711,34.73723977,74.0867976,1.861657976,Low
43.42828851,1005.496189,29.98107189,65.27708617,1.997896855,Low
24.76174175,855.8015704,34.34823363,74.71159394,2.345487825,Low
43.11359844,1331.371849,23.02169722,48.6377323,0.548400091,Low
45.18905923,1881.762621,32.95935542,82.63161164,0.914439404,Low
7.810591713,1722.777316,24.82028459,47.00128447,1.345009024,Low
44.75591433,1992.322138,34.84347212,60.04062222,1.094523184,Low
25.17435749,338.3665914,22.36533008,43.76288007,2.948715699,Low
27.96946201,491.858846,27.74509728,67.26055394,5.50482241,High
33.196663,1336.095198,31.89266801,73.48729037,4.439060264,High
46.6872173,1694.979947,26.48963721,87.06108175,2.637805878,Low
5.860224249,784.9153819,27.0212609,76.96680979,4.042958843,High
26.45795607,706.6588497,34.79533693,67.05514582,2.357484972,Low
35.94749191,1637.858859,26.37962225,86.63085086,0.671026794,Low
37.5218131,395.8491516,29.06108151,63.9218419,2.316966136,Low
36.16395942,927.9505009,20.81809491,68.06028265,1.36936021,Low
11.04958082,1159.875678,32.6331512,69.80492638,0.322497963,Low
18.47280148,1252.592746,29.72252073,60.49898629,3.819787364,Low
21.14219864,1538.645767,26.06030154,81.92413453,4.206823872,High
41.19967435,903.2377298,20.2425431,49.25879694,2.247878735,Low
17.54419426,1341.563386,28.87503231,67.74210952,3.218948144,Low
14.48172337,1295.138219,20.18986743,76.11166281,4.978640985,High
48.08516086,1230.947371,20.01805421,85.19880859,2.148040923,Low
5.39884783,1388.821598,29.24147843,84.19591982,4.96176411,High
49.90193851,741.0635908,22.83525601,65.43701447,2.282008915,Low
35.45695845,443.9028811,22.87831325,72.15807256,0.534505848,Low
42.28111848,502.7618425,29.79907349,59.71188681,1.761310065,Low
18.25787284,681.7900505,20.80545782,63.40888814,5.823434842,High
5.644187495,1150.33649,24.70108342,85.31328963,4.832352809,High
38.20412834,1728.752676,22.24147853,86.53519966,1.834009041,Low
42.53650687,1492.198682,28.70264555,84.7707029,2.209318926,Low
38.32142594,1641.369027,29.92647732,46.91854309,0.999612696,Low
11.42826293,896.6585607,30.8170378,82.50420107,5.101427704,High
38.9042565,987.9113608,23.82846825,87.41818655,2.7487015,Low
39.60152519,969.2592062,21.33874627,58.06248473,0.032686419,Low
34.63432321,626.1844135,21.18025485,65.93231447,5.610339123,High
39.47521698,404.0683188,26.39227323,78.95476279,0.655854994,Low
43.06646479,1304.557358,34.18766614,68.10390688,1.367769821,Low
32.61218514,1981.668362,23.26593551,89.67417609,2.557043403,Low
8.987212129,583.6104984,23.85112402,62.78566826,5.471736382,High
26.94325144,379.3641938,21.51333203,75.69713556,5.675782434,High
8.49422006,1625.203859,29.08355411,79.62955701,5.821250378,High
23.3394364,729.3962114,30.19809311,64.70502079,4.34147087,High
23.31979201,1710.394469,29.64396812,82.84919029,1.969091432,Low
7.970442986,1496.692334,32.91695365,67.30772956,1.171435322,Low
20.69692403,1907.645013,27.29638753,60.58253984,1.052150152,Low
9.994914446,995.1763008,22.01685561,45.39118369,1.294786232,Low
41.37058445,1425.348727,24.34107696,59.67067882,2.229228404,Low
47.64596117,1090.253127,29.9364496,76.69682274,1.504322241,Low
8.254241387,1372.000785,29.19682961,86.06432058,5.442179023,High
47.98018433,1064.31814,27.96504695,52.58397019,2.235655432,Low
28.51594697,620.6748189,30.24446628,57.76177587,3.061435383,Low
18.48045551,1163.425607,29.56086276,47.69804971,1.890714471,Low
8.458793387,1198.593142,33.21987334,74.53614471,1.30971337,Low
27.52809206,1678.026542,28.79024566,88.0094215,4.369886967,High
40.7531995,1550.3852,31.67902038,72.04761099,2.455119162,Low
36.81889148,1428.445761,23.73060734,70.8538265,1.642823958,Low
7.260170516,492.7580624,30.17273877,67.67449653,5.65686547,High
8.280582592,1525.047694,33.53291178,44.42278703,2.138416777,Low
23.12929772,1150.518766,25.78598492,76.47519132,4.658520026,High
18.28807223,1819.969211,31.68656281,70.10247718,2.263613928,Low
15.45729454,1863.780588,30.87183952,73.07383844,0.115047153,Low
17.64520245,393.766204,20.89289295,84.94055465,6.108334619,High
41.15672345,1695.090653,28.72262464,79.19803935,0.250047981,Low
46.81526241,364.0855637,21.95284024,79.04576261,1.312695975,Low
23.22962125,924.1883637,34.50978758,86.35918844,0.706350437,Low
45.7749951,1221.909959,32.17111254,89.49674757,2.952783883,Low
19.46730656,551.7713577,21.64585702,69.0641366,4.626870417,High
26.43966439,1568.733481,21.82627996,45.4440808,1.987247238,Low
15.1713049,314.2029971,28.91710782,62.95649539,3.836460409,Low
33.8214219,586.6183823,25.17333761,79.38005732,3.965390726,Low
49.05415018,1287.354611,20.52358789,41.38626624,1.006385742,Low
32.15718932,1514.458855,28.12462262,42.84437192,2.096207115,Low
21.10163379,1858.293275,25.8176765,43.35788912,1.421118623,Low
34.15178507,1499.344308,21.51614739,76.55178792,4.553050958,High
10.53143053,1442.024759,32.02880588,65.05833143,1.776008946,Low
44.98965861,970.3799488,33.72615148,58.44489718,2.306434969,Low
27.63877779,302.1835234,31.34890901,45.28085226,0.271109246,Low
25.22073839,504.2707399,32.33633465,76.61201251,2.330621737,Low
31.36391548,1208.742726,23.24735851,56.05099053,4.689705207,High
33.11527383,1447.720806,23.95359426,53.2662035,5.007286335,High
8.22991128,1009.662083,23.1279131,72.61596008,3.982655295,Low
35.71777496,1542.15432,31.47595147,67.95054463,1.22816051,Low
15.88692561,1187.165902,34.21875618,58.12053209,0.693497459,Low
37.12786846,426.0995325,30.7525581,72.07437354,2.937899992,Low
42.01406575,626.4276266,33.22200147,53.56107602,1.491008918,Low
41.17813284,1727.99698,29.58048642,79.74151308,2.988230747,Low
29.86254353,1532.351669,25.81489851,51.46594752,4.469357934,High
28.40764515,1821.095378,26.38642422,47.94188477,0.659253793,Low
11.42941826,499.8473235,21.12982148,79.12197047,8.029809587,High
39.89057677,1983.378309,20.47185793,75.39460153,0.118786715,Low
17.21342212,655.9914137,30.43213406,49.13194879,2.714309404,Low
27.35129403,320.0257897,26.57643338,45.81228763,2.455650754,Low
17.79233418,1995.618996,28.28322602,81.91995442,2.177461562,Low
11.02227633,777.8256053,28.36491871,78.82992411,4.829480146,High
33.33009636,1435.633069,24.1606372,56.36286868,4.739502701,High
7.444941567,600.3599341,27.13838766,72.90987041,5.990184642,High
38.68903554,1286.388505,27.06140333,46.20800933,0.833992302,Low
19.29140579,1836.859477,25.82640832,65.35238295,2.339053096,Low
5.006061185,844.3079846,32.31013075,40.9365146,1.744214311,Low
28.00081127,1439.431759,26.76746006,59.58009405,5.927641631,High
7.108335884,619.436101,29.05466787,43.74214107,2.48340955,Low
17.4276301,1362.152178,33.43280181,63.75735901,2.995575339,Low
36.81394194,871.9655981,32.99350434,61.08408234,1.764974983,Low
7.821032973,659.0540396,33.35633306,62.21925133,0.613631873,Low
42.77023216,832.4094862,24.05007495,42.2665651,1.511061107,Low
5.17189652,604.0298165,20.52473732,58.08081706,5.133333402,High
16.10707411,1833.257383,23.916002,77.82419245,2.323081159,Low
38.34068253,975.2177067,24.18061018,58.44571867,0.001529967,Low
19.23215674,716.9748185,33.6404049,75.75859763,1.515081266,Low
9.585157463,1062.29333,29.73864099,58.47393618,3.70570374,Low
21.21052635,844.9114836,21.22555939,61.16197207,5.6247355,High
17.16769789,1565.512731,22.03067894,68.19460564,3.458716332,Low
42.9220356,1951.07385,22.33514188,87.53409684,1.999368749,Low
19.10065629,1044.657216,29.45632622,45.44302233,0.798186571,Low
40.50196123,1763.75678,31.03121038,41.64568843,1.06962643,Low
45.13424652,1261.967225,32.89465866,70.39785919,2.821677782,Low
